"","participant","activity","body_time_mean_X","body_time_mean_Y","body_time_mean_Z","body_time_stdev_X","body_time_stdev_Y","body_time_stdev_Z","gravity_time_mean_X","gravity_time_mean_Y","gravity_time_mean_Z","gravity_time_stdev_X","gravity_time_stdev_Y","gravity_time_stdev_Z","body_timeJerk_mean_X","body_timeJerk_mean_Y","body_timeJerk_mean_Z","body_timeJerk_stdev_X","body_timeJerk_stdev_Y","body_timeJerk_stdev_Z","gyro_time_mean_X","gyro_time_mean_Y","gyro_time_mean_Z","gyro_time_stdev_X","gyro_time_stdev_Y","gyro_time_stdev_Z","gyro_timeJerk_mean_X","gyro_timeJerk_mean_Y","gyro_timeJerk_mean_Z","gyro_timeJerk_stdev_X","gyro_timeJerk_stdev_Y","gyro_timeJerk_stdev_Z","body_frequency_mean_X","body_frequency_mean_Y","body_frequency_mean_Z","body_frequency_stdev_X","body_frequency_stdev_Y","body_frequency_stdev_Z","body_frequencyJerk_mean_X","body_frequencyJerk_mean_Y","body_frequencyJerk_mean_Z","body_frequencyJerk_stdev_X","body_frequencyJerk_stdev_Y","body_frequencyJerk_stdev_Z","gyro_frequency_mean_X","gyro_frequency_mean_Y","gyro_frequency_mean_Z","gyro_frequency_stdev_X","gyro_frequency_stdev_Y","gyro_frequency_stdev_Z"
"54",9,"walking_upstairs","1.9583759e-001","-1.0125046e-002","-1.0942438e-001","-4.5926830e-001","-2.6311066e-001","-4.0259473e-001","9.8023890e-001","-9.2266572e-002","-9.9530936e-002","-9.4113932e-001","-8.8487169e-001","-8.5144839e-001","1.6218823e-001","-2.2874692e-001","1.4135792e-001","-5.1390052e-001","-7.2436374e-001","-7.6689154e-001","-1.0000000e+000","2.0838714e-001","4.1232573e-001","-5.4721387e-001","-5.7469067e-001","-3.2655256e-001","4.3105288e-002","-1.2058732e-001","1.0711563e-001","-7.3556059e-001","-7.7547155e-001","-7.6752406e-001","-4.4255952e-001","-4.5852720e-001","-5.2191641e-001","-4.6590756e-001","-2.2246237e-001","-3.8714299e-001","-5.4223173e-001","-7.1848088e-001","-7.3921143e-001","-5.2700825e-001","-7.5229515e-001","-7.9336597e-001","-5.3742790e-001","-6.2441212e-001","-4.8712071e-001","-5.5489424e-001","-5.4956780e-001","-3.4314338e-001"
"55",10,"laying","6.7188749e-001","-1.4350544e-002","-1.5990356e-001","-7.2327442e-001","-7.1249379e-001","-8.3204932e-001","-5.4715030e-001","9.3596758e-001","3.2719620e-001","-4.9303410e-001","-9.9140570e-001","-8.8308505e-001","-1.6326048e-002","6.8131271e-002","6.4208367e-002","-8.2912267e-001","-6.6556704e-001","-8.9483617e-001","4.0785464e-002","-1.0531439e-001","6.3038827e-001","-8.6768549e-001","-6.7143014e-001","-6.6342692e-001","-1.1120331e-001","-1.1463226e-002","-2.0073820e-001","-8.6676487e-001","-7.8806699e-001","-8.5173542e-001","-7.5931676e-001","-6.9150185e-001","-8.3904324e-001","-7.1003920e-001","-7.4194542e-001","-8.4063542e-001","-8.4404983e-001","-7.0379698e-001","-8.8099281e-001","-8.2855476e-001","-6.4603295e-001","-9.0747080e-001","-8.3461730e-001","-6.8173480e-001","-6.5320582e-001","-8.7812607e-001","-6.6746488e-001","-6.9746910e-001"
"56",10,"sitting","1.4319011e-001","7.7229515e-002","-7.2993051e-002","-8.5758043e-001","-6.7824308e-002","-8.6186892e-001","6.8754218e-001","4.8141282e-001","2.4230592e-001","-7.0482030e-001","-1.5764554e-001","-8.2643282e-001","1.6491639e-001","-4.8611386e-001","-1.0766817e-001","-9.8787704e-001","-9.4533823e-001","-9.9035919e-001","-6.3828157e-002","-1.8724573e-001","5.7141500e-001","-9.8999544e-001","-9.7843599e-001","-9.4341795e-001","-8.6921841e-002","-3.6724636e-002","-8.3649233e-002","-9.9135791e-001","-9.8675220e-001","-9.8613138e-001","-8.8477124e-001","-2.7605179e-001","-8.9949550e-001","-8.4783426e-001","-3.1099507e-002","-8.5261242e-001","-9.8532699e-001","-9.5570827e-001","-9.8631729e-001","-9.9279992e-001","-9.3778992e-001","-9.9376471e-001","-9.8481192e-001","-9.7945903e-001","-9.5580262e-001","-9.9174740e-001","-9.7786208e-001","-9.4472447e-001"
"57",10,"standing","2.9510434e-001","8.9573062e-003","-1.7539904e-002","-9.5643677e-001","-7.5753894e-001","-8.2753442e-001","9.5544140e-001","-2.0714443e-001","6.4423300e-002","-9.7016849e-001","-9.4090353e-001","-8.0036371e-001","8.1674247e-002","4.1960465e-002","-4.0828431e-002","-9.2284666e-001","-8.2476412e-001","-9.5084362e-001","-3.9946473e-002","-9.4059369e-002","2.2636580e-001","-7.1820524e-001","-9.3872900e-001","-8.6710185e-001","-2.0902339e-001","-5.8708011e-002","-1.2859271e-001","-8.9039998e-001","-9.6308128e-001","-9.1755748e-001","-9.4260525e-001","-7.7081197e-001","-8.7042226e-001","-9.6327817e-001","-7.6507543e-001","-8.1817528e-001","-9.2439974e-001","-8.0653755e-001","-9.3880943e-001","-9.2806863e-001","-8.6438649e-001","-9.6304703e-001","-7.1900295e-001","-9.4160120e-001","-8.5283640e-001","-7.2130472e-001","-9.3733509e-001","-8.8416672e-001"
"58",10,"walking","1.8446909e-001","-3.6598560e-002","-8.3108213e-002","-2.6596968e-001","9.1588544e-002","-4.2826116e-001","9.5524463e-001","-2.0401678e-001","4.4092625e-002","-9.3340429e-001","-9.1866405e-001","-9.5589178e-001","-1.2958643e-001","7.6243797e-002","2.5155046e-001","-1.6371012e-001","1.6171279e-001","-5.3739277e-001","2.4586665e-001","-2.1218710e-001","3.1288052e-002","-3.5960188e-001","-3.4590777e-001","-1.6510469e-001","-1.2287046e-001","-2.2801395e-001","2.1170934e-001","-3.6554701e-001","-5.3205986e-001","-2.2439843e-001","-1.5066047e-001","1.5955815e-001","-4.3682828e-001","-3.1666475e-001","-1.6332947e-002","-4.6915589e-001","-1.4957762e-001","8.5938362e-002","-4.9899433e-001","-2.5772091e-001","1.6817620e-001","-5.7339828e-001","-2.5077087e-001","-3.5161212e-001","8.6059022e-003","-3.9524571e-001","-3.4699910e-001","-3.0705803e-001"
"59",10,"walking_downstairs","3.8624220e-001","-3.4773216e-002","-1.0150016e-001","4.6529881e-001","1.3053211e-001","-5.3962533e-002","9.3002910e-001","-1.5847439e-001","6.4272919e-002","-9.5346223e-001","-9.4421143e-001","-9.2070309e-001","-1.6215400e-002","3.7797301e-001","-2.4709063e-001","4.3510293e-001","-1.8219568e-001","-1.0742063e-001","-3.4507268e-001","-2.6278653e-002","1.0808617e-001","-5.6202368e-001","-2.7782216e-001","1.2624600e-001","-1.8408922e-001","8.6585718e-002","2.3788973e-001","-4.3705022e-001","-4.5085940e-001","-1.4210809e-001","3.2774117e-001","-1.2271940e-002","-2.2346661e-002","5.1599442e-001","1.2933870e-001","-1.5141572e-001","2.9752377e-001","-2.1776541e-001","-6.1853003e-003","4.5023719e-001","-1.9789977e-001","-2.0773496e-001","-3.7173206e-001","-2.6630459e-001","1.6397924e-001","-6.2467113e-001","-2.9013875e-001","1.0666977e-002"
"60",10,"walking_upstairs","1.0569277e-001","-3.9864377e-002","5.7445288e-003","9.1520173e-002","3.8020297e-002","-1.7873938e-001","9.6882502e-001","-2.5438581e-001","1.0495744e-002","-8.8905416e-001","-8.8524212e-001","-9.1059501e-001","-2.2784924e-001","2.1672849e-001","4.4985774e-002","4.8689115e-002","-9.4533529e-002","-5.4179620e-001","3.6058540e-001","-2.9997632e-001","1.4505501e-001","-3.2958135e-001","1.5477573e-001","-1.4662232e-001","-9.0830218e-002","-5.0022655e-001","3.1059532e-001","-4.3457533e-001","-5.3914094e-001","-4.1942299e-001","4.2855203e-002","-5.5491668e-002","-2.6972122e-001","1.1013334e-001","1.9772885e-002","-1.9358330e-001","-6.2306829e-002","-1.5409913e-001","-4.5415891e-001","6.9809302e-002","-8.8865676e-002","-6.3624978e-001","-2.6267973e-001","-1.7946208e-002","-4.3395394e-002","-3.5410982e-001","2.4159176e-001","-2.6130808e-001"
"61",11,"laying","3.6320030e-001","-3.5765409e-002","-1.5153430e-001","-8.8203052e-001","-8.8271871e-001","-7.6157608e-001","-1.5142676e-001","9.4277314e-001","1.9942108e-001","-7.9451424e-001","-9.2379558e-001","-7.8697610e-001","1.3675681e-001","-2.7420500e-003","8.4191657e-002","-9.3891595e-001","-9.4752382e-001","-9.4868867e-001","-9.6965568e-004","2.1612347e-001","8.0157166e-001","-8.8581439e-001","-9.3061800e-001","-7.6422530e-001","-1.4112815e-001","-7.5281140e-002","-1.3368549e-001","-9.3010117e-001","-9.6444107e-001","-9.3227168e-001","-8.9203156e-001","-9.1124546e-001","-8.4081206e-001","-8.7805753e-001","-8.7603447e-001","-7.4130737e-001","-9.3693418e-001","-9.4736235e-001","-9.3776135e-001","-9.4696429e-001","-9.5152242e-001","-9.5926049e-001","-8.7086092e-001","-9.3002280e-001","-8.0441013e-001","-8.9083816e-001","-9.3138419e-001","-7.7375047e-001"
"62",11,"sitting","2.2345536e-001","9.7026807e-002","-1.7616579e-001","-9.6322717e-001","-1.6260978e-001","-8.8065343e-001","8.3505330e-001","2.7314958e-001","2.7137369e-001","-9.2458148e-001","-2.3833219e-001","-8.3297532e-001","9.4164858e-002","-4.1968839e-001","8.1109828e-002","-9.8954833e-001","-9.6104416e-001","-9.8312515e-001","-8.2643726e-002","-6.1139064e-002","4.0621298e-001","-9.8904280e-001","-9.8453218e-001","-9.7288982e-001","-8.8758194e-002","-4.9585898e-002","-5.0133200e-002","-9.9417722e-001","-9.9322179e-001","-9.8992868e-001","-9.7254280e-001","-3.6502235e-001","-9.1972924e-001","-9.5972616e-001","-1.2370986e-001","-8.6973553e-001","-9.8838154e-001","-9.7200837e-001","-9.8007949e-001","-9.9209004e-001","-9.5238677e-001","-9.8481107e-001","-9.8557443e-001","-9.8561636e-001","-9.7676645e-001","-9.9009427e-001","-9.8387708e-001","-9.7392998e-001"
"63",11,"standing","2.7303860e-001","-3.3769858e-002","-1.0250193e-001","-9.6349426e-001","-9.0546117e-001","-9.5868614e-001","9.3732940e-001","-1.7051241e-001","2.2273028e-001","-9.7613855e-001","-9.7547395e-001","-9.5850554e-001","8.9483994e-002","7.3873796e-002","-5.7771460e-003","-9.3118764e-001","-9.2888695e-001","-9.7351379e-001","-8.3435620e-002","-1.3576627e-001","7.6595326e-002","-9.6027368e-001","-9.8029076e-001","-9.4580936e-001","-9.0029028e-002","-3.3743326e-002","-2.5793782e-002","-9.3176776e-001","-9.7025746e-001","-9.6455076e-001","-9.4566356e-001","-8.9303690e-001","-9.5962110e-001","-9.7360244e-001","-9.1787829e-001","-9.6051810e-001","-9.2360173e-001","-9.1967292e-001","-9.6591361e-001","-9.4785078e-001","-9.4786428e-001","-9.8088639e-001","-9.4024509e-001","-9.7377703e-001","-9.3855570e-001","-9.6704272e-001","-9.8576454e-001","-9.5326658e-001"
"64",11,"walking","1.5468830e-001","-3.2036776e-002","-5.2295874e-002","-4.2324604e-001","-1.1063208e-001","-4.6405450e-001","9.4114076e-001","-2.0659851e-001","1.7058379e-001","-9.5067574e-001","-9.2842881e-001","-9.0081644e-001","-3.6088847e-002","2.1307489e-001","1.1252004e-001","-4.4708099e-001","-2.2282833e-001","-7.1301263e-001","-4.0460175e-001","1.3830041e-001","-1.4148904e-001","-6.5423187e-001","-5.1862617e-001","-4.7622953e-001","-2.1053393e-003","-3.5039468e-001","7.4966112e-002","-5.7099280e-001","-7.4467232e-001","-5.8680945e-001","-3.7244126e-001","-1.2137405e-001","-5.7197925e-001","-4.4446427e-001","-1.6092766e-001","-4.4963273e-001","-4.4307644e-001","-2.8659596e-001","-6.7923016e-001","-5.0265929e-001","-2.0405235e-001","-7.4563210e-001","-5.8676197e-001","-5.4631886e-001","-3.9648551e-001","-6.7593015e-001","-5.0554525e-001","-5.5304855e-001"
"65",11,"walking_downstairs","4.2945137e-001","3.2917755e-003","-1.1795595e-001","8.7064544e-002","2.5041577e-002","-2.8823608e-001","9.0016396e-001","-2.0826008e-001","2.0720775e-001","-9.6759828e-001","-9.5722633e-001","-9.1019806e-001","-3.8041373e-001","2.0446232e-001","-4.1009783e-003","-1.4089122e-001","-1.5919747e-001","-5.6605132e-001","-6.3467236e-001","1.5279925e-001","-1.1297196e-001","-4.9250758e-001","-4.4618907e-001","-3.9974133e-001","-4.2741274e-002","-1.9895159e-001","1.4583200e-001","-4.6307196e-001","-6.8618843e-001","-5.2031845e-001","5.1513949e-002","1.9170161e-002","-3.7992922e-001","1.0080691e-001","-3.6593376e-002","-2.9432349e-001","-1.9244312e-001","-1.9160160e-001","-5.0934037e-001","-1.6263036e-001","-1.8030873e-001","-6.2264334e-001","-3.9835811e-001","-4.6516833e-001","-3.3348589e-001","-5.2299385e-001","-4.3861572e-001","-4.7795352e-001"
"66",11,"walking_upstairs","2.2911127e-001","-1.3343759e-001","-2.0594784e-001","-1.9661283e-001","-6.3126920e-002","-1.1283461e-001","9.1249324e-001","-2.7988790e-001","2.1970397e-001","-9.1877945e-001","-7.6711278e-001","-7.8774703e-001","-3.1890152e-002","-3.6667194e-002","-1.2618793e-001","-4.5149820e-001","-4.7484805e-001","-7.7323705e-001","2.4115724e-001","-2.8241021e-001","2.4621954e-001","-5.3524036e-001","-1.8099337e-001","-6.2355314e-001","-1.5353722e-001","5.8561140e-002","-2.8569810e-002","-6.6205553e-001","-8.1104986e-001","-7.9251629e-001","-3.3942316e-001","-2.8856000e-001","-4.8750641e-001","-1.4673687e-001","-2.0248298e-002","-1.6649822e-002","-4.8349633e-001","-5.1483647e-001","-7.4677753e-001","-4.6626435e-001","-4.6547304e-001","-7.9841861e-001","-5.0726012e-001","-5.6154735e-001","-6.5573754e-001","-5.4750665e-001","-2.2368540e-002","-6.4781737e-001"
"67",12,"laying","-5.2106206e-001","-1.8327478e-004","1.0661589e-001","-3.4411877e-001","-4.9510932e-001","-4.6239833e-001","-7.1495238e-002","5.4764802e-001","7.5262450e-001","4.6387673e-001","-6.6044346e-001","-2.5281728e-001","5.1310445e-001","-3.0240812e-001","-2.6881258e-001","-8.6032343e-001","-8.6589818e-001","-8.6070383e-001","-7.2815003e-003","-5.6837515e-001","7.4382721e-001","-8.1609138e-001","-8.3928552e-001","-8.4628090e-001","3.2987426e-002","-2.1001314e-002","1.5029871e-003","-8.3908113e-001","-8.3989705e-001","-8.8534315e-001","-4.0622706e-001","-5.5998277e-001","-6.1870627e-001","-3.2100124e-001","-4.9439945e-001","-4.2768721e-001","-8.5543016e-001","-8.5707273e-001","-8.4202105e-001","-8.7918899e-001","-8.8810072e-001","-8.7833175e-001","-7.5011989e-001","-8.1479488e-001","-8.2882654e-001","-8.3723920e-001","-8.5759326e-001","-8.6641020e-001"
"68",12,"sitting","1.6652003e-001","1.3554852e-002","-1.0672236e-001","-9.3019627e-001","-7.6553272e-001","-8.3104655e-001","8.1832483e-001","2.9574938e-001","3.4816667e-001","-8.1731994e-001","-7.5586570e-001","-7.6304940e-001","1.1983367e-001","-1.2048204e-001","-9.0226888e-002","-9.8064728e-001","-9.6080138e-001","-9.7427570e-001","-6.0918099e-002","-3.3195184e-001","3.6769349e-001","-9.6583744e-001","-9.6711712e-001","-9.6252407e-001","-9.8045006e-002","-5.3762038e-002","-6.6865569e-002","-9.5297851e-001","-9.6843170e-001","-9.8445440e-001","-9.4289574e-001","-8.1429402e-001","-8.8031747e-001","-9.2542757e-001","-7.5669775e-001","-8.1878954e-001","-9.8109869e-001","-9.6070625e-001","-9.6936259e-001","-9.8184014e-001","-9.6375467e-001","-9.7802202e-001","-9.4997720e-001","-9.5984983e-001","-9.6970285e-001","-9.7109747e-001","-9.7272971e-001","-9.6354818e-001"
"69",12,"standing","2.8366922e-001","-1.5856828e-002","-5.9880983e-002","-9.7373579e-001","-8.9928688e-001","-7.8252197e-001","9.6876554e-001","-1.5334716e-001","-6.5748598e-002","-9.7865389e-001","-9.5751389e-001","-7.3915580e-001","6.2818485e-002","3.0372273e-002","-1.1643517e-001","-9.5517324e-001","-9.3563707e-001","-9.7541211e-001","-5.0492421e-002","-1.2095012e-001","8.5319559e-002","-8.9638408e-001","-9.6469833e-001","-9.6258135e-001","-1.1071965e-001","-5.0127624e-002","-5.6185361e-002","-9.4902814e-001","-9.6736940e-001","-9.7002771e-001","-9.6556524e-001","-9.0344058e-001","-8.6809955e-001","-9.7775326e-001","-9.0243257e-001","-7.5909943e-001","-9.5467809e-001","-9.3360073e-001","-9.6965576e-001","-9.5985919e-001","-9.4307279e-001","-9.8030196e-001","-9.0451581e-001","-9.6135445e-001","-9.5860398e-001","-8.9567200e-001","-9.6712007e-001","-9.6729753e-001"
"70",12,"walking","2.3063284e-001","-2.1194238e-002","-5.1731575e-002","-1.1466800e-001","-2.1155422e-002","-3.0001636e-001","9.7094824e-001","-1.4938558e-001","-5.6938562e-002","-9.7271084e-001","-8.7566279e-001","-8.9794443e-001","2.6643731e-001","7.7294804e-002","-8.4270071e-003","-4.6422510e-002","-2.3378636e-001","-5.6225573e-001","-5.0722922e-001","1.2717590e-001","1.8201107e-001","-4.9281028e-001","-5.2719297e-001","-2.8100516e-001","4.7010550e-002","-7.0251750e-002","-1.5996513e-001","-4.9369303e-001","-6.4102133e-001","-4.7387323e-001","-4.3457324e-002","-7.9449024e-002","-3.7543416e-001","-1.4432004e-001","-5.2773114e-002","-3.1359800e-001","-7.5839047e-002","-2.6913092e-001","-5.1993558e-001","-1.0042472e-001","-2.4619993e-001","-6.0264627e-001","-3.9414855e-001","-5.1321277e-001","-2.5930401e-001","-5.2458868e-001","-5.3936320e-001","-3.5391513e-001"
"71",12,"walking_downstairs","2.3924751e-001","2.2509172e-002","-1.2544034e-001","6.3787587e-002","2.8245499e-002","-2.4825077e-001","9.2486301e-001","-1.6382259e-001","-6.8036443e-002","-9.2391259e-001","-8.5055152e-001","-9.0655280e-001","4.7530326e-002","-3.0466422e-002","-1.4415679e-001","4.0557221e-002","-7.2377083e-002","-3.8611325e-001","-3.7944303e-001","5.5541689e-002","2.0039056e-001","-4.3613180e-001","-4.6769453e-001","-2.3714976e-001","-4.6271725e-002","-8.5705349e-003","-5.9024148e-002","-1.5679508e-001","-4.3319220e-001","-2.4783799e-001","1.1047401e-001","5.9205883e-002","-2.3935118e-001","4.4814899e-002","-5.4025820e-002","-3.1496074e-001","1.6262154e-002","-8.5134775e-002","-3.5523740e-001","-2.7096487e-002","-1.2377845e-001","-4.1394299e-001","-1.5754113e-001","-4.0529443e-001","-1.0774737e-001","-5.3008942e-001","-5.1401999e-001","-3.5449448e-001"
"72",12,"walking_upstairs","1.7073838e-001","-4.4992807e-002","-8.7632628e-002","-2.2118794e-001","-1.0122811e-001","-4.0127356e-001","9.6267552e-001","-1.9140127e-001","-1.3386869e-001","-9.0925374e-001","-8.8883344e-001","-8.6599673e-001","2.3234652e-001","-3.8068028e-002","-1.2920175e-001","-3.3039522e-001","-4.0440964e-001","-6.2437047e-001","-6.3283927e-001","1.0031161e-001","3.5201857e-001","-6.5410611e-001","-5.3916261e-001","-1.8310640e-001","-1.6405850e-001","-1.5622172e-001","-1.2391440e-002","-5.7347445e-001","-7.2713311e-001","-5.8167426e-001","-2.3852541e-001","-2.4579540e-001","-4.4965974e-001","-2.1439177e-001","-8.8468201e-002","-4.2136459e-001","-3.7456810e-001","-4.1196863e-001","-5.8503885e-001","-3.4317605e-001","-4.3817881e-001","-6.6208939e-001","-5.3941288e-001","-5.6112725e-001","-3.4909667e-001","-6.9071812e-001","-5.2927481e-001","-2.1023887e-001"
"73",13,"laying","2.7793646e-001","-1.0519994e-001","-3.4765505e-002","-8.8994164e-001","-6.8468829e-001","-7.6588572e-001","-1.0777909e-001","4.4338740e-001","8.6401395e-001","-7.4488709e-001","-6.6876139e-001","-6.5751329e-001","1.6617360e-001","1.7118173e-001","-2.0471847e-001","-9.7107119e-001","-9.6711373e-001","-9.6748430e-001","1.5207851e-001","-3.6277902e-001","6.4919335e-001","-9.6726052e-001","-9.6016812e-001","-7.9588525e-001","-7.4586750e-002","-1.6441774e-002","-1.8201354e-001","-9.6327524e-001","-9.5820120e-001","-9.8477074e-001","-8.9162203e-001","-7.5167074e-001","-8.0475936e-001","-8.8907363e-001","-6.7272120e-001","-7.6258554e-001","-9.6815690e-001","-9.6559126e-001","-9.6157526e-001","-9.7763560e-001","-9.7157982e-001","-9.7226341e-001","-9.5187214e-001","-9.5079837e-001","-8.0861739e-001","-9.7237378e-001","-9.6747160e-001","-8.1030946e-001"
"74",13,"sitting","2.6980693e-001","1.5867295e-001","3.1399056e-001","-8.5516137e-001","-1.0109582e-001","2.4184094e-001","8.9412145e-001","7.8776040e-002","1.1504631e-001","-7.1354334e-001","-1.4294494e-001","5.6096027e-001","-5.3225354e-003","-3.8113524e-001","-8.0727277e-001","-9.3039637e-001","-9.2050469e-001","-9.4077089e-001","7.4780246e-002","-4.8542398e-001","3.4817342e-001","-9.5413369e-001","-9.0488171e-001","-9.3497758e-001","-8.9638672e-002","-1.0740778e-001","5.9217653e-003","-9.3647720e-001","-9.4526877e-001","-9.6600875e-001","-8.7106795e-001","-3.6817454e-001","-8.9876982e-002","-8.4907460e-001","-4.1837203e-002","3.0796132e-001","-9.3104370e-001","-9.2070794e-001","-9.3587356e-001","-9.3598362e-001","-9.2600398e-001","-9.4396069e-001","-9.3592662e-001","-8.9668915e-001","-9.1739688e-001","-9.6001567e-001","-9.1090432e-001","-9.4782287e-001"
"75",13,"standing","2.7650947e-001","-4.0446851e-002","-9.0459722e-002","-9.6351077e-001","-9.4892239e-001","-8.5638584e-001","9.4724671e-001","-2.2640691e-001","-1.4247270e-001","-9.9267622e-001","-9.6274354e-001","-8.9663658e-001","6.1045908e-002","-3.3274292e-003","4.4647543e-002","-9.2177247e-001","-9.6700078e-001","-9.3717105e-001","-5.3293101e-002","4.2810777e-002","1.1201262e-001","-8.9354986e-001","-8.8257001e-001","-9.6450448e-001","-8.3292800e-002","-8.6333957e-002","-5.0604357e-002","-9.5835516e-001","-8.8519637e-001","-9.7841340e-001","-9.4799884e-001","-9.5430400e-001","-9.0650858e-001","-9.7186497e-001","-9.4831919e-001","-8.4247172e-001","-9.1549789e-001","-9.6707335e-001","-9.3002216e-001","-9.3707787e-001","-9.6926153e-001","-9.4277902e-001","-9.1732667e-001","-8.6711221e-001","-9.6552656e-001","-8.8982896e-001","-8.9402875e-001","-9.6722273e-001"
"76",13,"walking","2.5140023e-001","3.0855780e-002","-1.0534415e-001","-4.9912412e-001","-2.7472635e-001","-6.0995554e-003","9.0089366e-001","-2.7090020e-001","-2.6592938e-001","-9.5777993e-001","-9.4036212e-001","-8.3546277e-001","1.3569046e-001","3.2218745e-001","1.6492121e-001","-4.5343107e-001","-2.4202321e-001","-2.2911022e-001","2.3775487e-001","-1.2769286e-001","-2.5797001e-001","-5.5912672e-001","-7.3657846e-002","-4.2718847e-001","-1.4380093e-001","6.2366608e-002","1.8154282e-001","-5.5841482e-001","-8.9851667e-002","-5.4149438e-001","-4.5352418e-001","-2.1509365e-001","-2.8593322e-002","-5.1820754e-001","-3.5478796e-001","-7.3420044e-002","-4.5445480e-001","-3.2729817e-001","-2.1920449e-001","-5.0247029e-001","-1.9955162e-001","-2.3698470e-001","-5.0024682e-001","2.8924420e-002","-3.2386351e-001","-5.7918034e-001","-1.4983263e-001","-5.1780648e-001"
"77",13,"walking_downstairs","3.7986338e-001","-1.2701825e-002","-8.4678158e-002","-3.1915813e-001","-3.3518759e-001","-1.8756715e-001","9.1146096e-001","-2.2125476e-001","-1.9891691e-001","-9.2358055e-001","-9.2204163e-001","-8.5635390e-001","-5.8300420e-003","4.1758082e-002","-2.4588115e-002","-3.7099650e-001","-2.5089190e-001","-4.4470500e-001","-9.0994475e-002","-1.5245298e-001","8.8582958e-002","-7.1125806e-001","-3.9868722e-001","-2.9737736e-001","2.0766168e-002","-1.8840945e-002","6.7240181e-002","-6.2132625e-001","-4.3952988e-001","-5.6402693e-001","-3.2403119e-001","-2.9700927e-001","-2.2595321e-001","-3.1716856e-001","-3.9855097e-001","-2.3060705e-001","-4.1569771e-001","-3.4443695e-001","-4.0878579e-001","-3.7971074e-001","-1.9964360e-001","-4.7772633e-001","-5.8328169e-001","-3.4530153e-001","-3.1979635e-001","-7.5351202e-001","-4.3847675e-001","-3.5431274e-001"
"78",13,"walking_upstairs","1.8312961e-001","-1.0089586e-001","-2.2033560e-001","-4.1558765e-001","-1.4002741e-001","-5.1547167e-003","8.9596367e-001","-2.7869971e-001","-2.8043865e-001","-9.1923546e-001","-9.1427826e-001","-8.2579479e-001","-9.0607820e-002","4.8293417e-002","-1.0885730e-003","-5.4812345e-001","-4.8522178e-001","-6.2169424e-001","-7.6129082e-001","3.4075036e-001","5.9216800e-001","-6.6767671e-001","-4.7242744e-001","-3.3840284e-001","-7.5942724e-002","1.7406288e-002","-3.5253255e-001","-6.4944302e-001","-6.9211365e-001","-7.0327854e-001","-4.3073842e-001","-2.6535552e-001","-2.7192593e-001","-4.0960875e-001","-1.3332185e-001","4.8485386e-002","-5.6654258e-001","-5.1900514e-001","-5.8210018e-001","-5.6874323e-001","-4.8202796e-001","-6.5968562e-001","-5.9477097e-001","-5.0103283e-001","-3.2194792e-001","-6.9092034e-001","-4.5916288e-001","-4.0423762e-001"
"79",14,"laying","-2.7857371e-001","3.2728098e-002","4.2468429e-003","-4.7043560e-001","-5.8853626e-001","-6.4785789e-001","-5.1848683e-002","5.1179110e-001","7.8295994e-001","1.5153884e-001","-6.7052507e-001","-5.2480127e-001","3.3334579e-001","-1.5379943e-001","-2.3313277e-001","-9.3259355e-001","-9.0665189e-001","-9.4326738e-001","2.2366181e-001","-4.6530140e-001","5.3633510e-001","-8.8143293e-001","-9.0431549e-001","-9.1062900e-001","-1.7616298e-001","-7.0115283e-002","-1.0218983e-001","-9.3110131e-001","-9.4498261e-001","-9.4773024e-001","-6.1092437e-001","-6.8933898e-001","-7.6337978e-001","-4.2409169e-001","-5.6823504e-001","-6.1942905e-001","-9.3577955e-001","-9.1864812e-001","-9.3482597e-001","-9.3509479e-001","-8.9962060e-001","-9.5050666e-001","-8.5647137e-001","-9.0866817e-001","-9.0992668e-001","-8.8933901e-001","-9.0228611e-001","-9.1884562e-001"
"80",14,"sitting","2.4783800e-001","-4.1763501e-002","-1.3098986e-001","-9.6090129e-001","-6.7616001e-001","-8.1868991e-001","9.7857016e-001","-5.1080993e-003","1.0929019e-001","-9.5729709e-001","-7.7532251e-001","-8.2063029e-001","7.1765989e-002","-1.4500603e-001","-3.8480106e-002","-9.6149364e-001","-9.4548198e-001","-9.6459838e-001","-9.4498234e-002","-2.5924647e-001","4.1236783e-001","-9.7162262e-001","-9.2786057e-001","-8.8503024e-001","-8.5565589e-002","-6.1886197e-002","-1.2160835e-001","-9.8475403e-001","-9.7269083e-001","-9.7446043e-001","-9.5611417e-001","-7.5196702e-001","-8.8947653e-001","-9.6286230e-001","-6.6119224e-001","-7.9898686e-001","-9.6026402e-001","-9.4151211e-001","-9.6073963e-001","-9.6653619e-001","-9.5501676e-001","-9.6688789e-001","-9.6801219e-001","-9.3841943e-001","-8.9364133e-001","-9.7275664e-001","-9.2238189e-001","-8.9261113e-001"
